"sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
47737,6,8,1,0,2,5,1,4,10,15,4,0,0,0.84,0.82,0,0,0,0,1,0,0
47738,37,2,24,0,48,96,33,86,93,96,34,0,0,1,0.99,0,1,0,0,1,0,1
47740,37,2,0,0,0,0,60,106,117,125,0,0,0,1,0.99,0,0,0,0,1,0,1
47741,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,1,0,0
47742,14,8,0,9,18,27,5,16,28,42,4,0,0,0.99,0.9,0,0,0,0,1,0,0
47744,49,2,0,0,0,0,0,0,8,8,3,0,0,0.55,0.44,0,0,0,0,1,0,0
47747,47,16,0,0,0,20,3,9,18,24,2,0,0,0.99,0.99,0,0,0,0,1,0,0
47748,3,4,0,0,0,0,0,0,0,0,0,0,0,0.77,0.8,0,1,0,0,1,0,0
47749,265,4,54,143,272,363,35,123,327,562,78,0,0,0.73,0.78,0,0,0,0,1,0,0
47750,149,8,2,102,234,264,43,117,216,251,14,0,0,0.35,0.52,0,0,0,0,1,0,0
47751,0,8,0,2,2,3,1,2,3,5,2,0,0,0.33,0.32,0,0,0,0,1,0,0
47753,4,8,0,0,0,0,0,0,0,0,0,0,0,0.98,0.96,0,0,0,0,1,0,0
47754,4,8,0,0,0,0,0,0,1,1,0,0,0,0.51,0.53,0,1,0,0,1,0,0
47755,32,8,0,0,0,30,3,9,17,35,3,0,0,0.88,0.93,0,0,0,0,1,0,0
47756,81,8,40,40,120,200,31,86,173,260,12,0,0,0.99,0.99,0,0,0,0,1,0,0
47757,10,12,0,0,0,0,0,1,2,2,0,0,0,0.77,0.73,0,0,0,0,1,0,0
47758,11,2,0,6,15,21,0,4,6,6,0,0,0,0.83,0.86,0,1,0,0,1,0,0
47759,112,16,20,40,60,80,11,45,81,132,64,0,0,0.99,0.99,0,0,0,0,1,0,0
47760,0,2,0,10,10,10,0,0,0,0,0,0,0,0.21,0.34,0,1,0,0,1,0,0
47761,2,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.7,0,0,0,0,1,0,0
47762,118,8,0,0,0,10,2,21,45,75,7,0,0,0.99,0.99,0,0,0,0,1,0,0
47764,13,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
47766,323,8,0,0,0,0,1,1,4,7,0,0,0,0.93,0.96,0,0,0,0,1,0,0
47767,102,8,8,160,280,400,63,175,307,470,22,0,0,0.99,0.98,0,0,0,0,1,0,0
47768,4,2,0,9,23,37,2,9,14,14,0,0,0,0.98,0.99,0,0,0,0,1,0,0
47769,4,12,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
47770,39,8,0,157,271,385,47,120,204,294,49,0,22,0.83,0.84,0,0,0,0,1,0,1
47772,14,9,0,0,0,0,0,0,0,0,1,0,0,0.99,0.98,0,0,0,0,1,0,0
47773,0,12,0,6,6,6,0,1,1,1,0,0,3,0.57,0.7,0,1,0,0,1,0,1
47774,3,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
47778,75,12,156,324,360,576,90,246,488,757,48,0,96,0.63,0.72,0,0,0,0,1,0,0
47779,21,9,0,0,0,0,0,1,2,23,0,0,0,0.91,0.77,0,0,0,0,1,0,0
47780,0,9,0,143,188,234,0,0,0,0,11,0,0,0.85,0.82,0,1,0,0,0,0,1
47781,119,8,4,38,116,198,18,52,144,231,37,0,0,0.96,0.96,0,0,0,0,1,0,0
47783,65,2,0,0,0,0,0,0,2,2,1,0,0,0.9,0.86,0,1,0,0,1,0,0
47784,71,8,1,0,0,10,1,12,30,47,21,0,0,0.88,0.91,0,0,0,0,1,0,0
47785,6,8,3,20,29,35,5,20,33,48,8,0,0,0.88,0.94,0,0,0,0,1,0,0
47788,10,8,0,0,0,0,0,1,1,1,0,0,0,0.91,0.82,0,0,0,0,1,0,0
47789,11,8,0,0,0,0,0,0,1,1,1,0,0,0.56,0.68,0,0,0,0,1,0,0
47790,0,8,0,22,38,54,1,13,22,32,3,0,0,0.36,0.44,0,0,0,0,1,0,1
47791,17,6,0,86,119,154,12,43,88,125,17,0,0,0.68,0.69,0,0,0,0,1,0,1
47793,45,4,0,0,0,0,2,6,7,9,0,0,0,0.97,0.98,0,0,0,0,1,0,0
47795,24,2,0,0,0,0,1,1,1,6,0,0,0,0.69,0.64,0,1,0,1,1,0,0
47796,3,12,0,0,0,0,0,0,0,0,0,0,0,0.77,0.73,0,0,0,0,1,0,0
47797,11,9,0,0,0,0,0,0,0,0,0,0,0,0.91,0.77,0,1,0,0,1,0,0
47799,111,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,1,1,0,0
47800,9,12,2,0,5,5,0,1,5,9,0,0,0,0.87,0.67,0,0,0,0,1,0,0
47801,10,2,0,12,12,24,2,7,21,33,1,0,0,0.99,0.99,0,0,0,0,1,0,1
47802,4,2,0,10,10,10,0,0,0,0,0,0,0,0.99,0.99,0,1,0,0,1,0,0
47803,219,8,0,0,0,0,3,7,12,16,0,0,0,0.81,0.79,0,0,0,1,1,0,0
47804,17,10,0,0,6,6,3,5,9,14,1,0,0,0.89,0.9,0,0,0,0,1,0,0
47806,2,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,1,0,0,1,0,0
47807,1,12,0,1,1,1,0,0,1,1,0,0,0,0.78,0.78,0,0,0,1,1,0,0
47808,170,2,16,246,246,246,39,115,263,419,37,0,0,1,0.95,0,0,0,0,1,0,0
47811,2,8,0,6,12,16,1,5,10,12,1,0,0,0.92,0.96,0,0,0,0,1,0,1
47812,17,2,0,0,0,0,0,0,2,2,0,0,0,0.31,0.34,0,1,0,0,1,0,0
47813,8,8,0,0,0,0,0,0,0,0,1,0,0,0.42,0.36,0,0,0,0,1,0,0
47814,2,8,1,34,59,89,11,29,52,69,5,0,0,0.8,0.82,0,0,0,0,1,0,1
47816,452,2,391,500,950,1250,117,486,947,1336,139,0,0,1,0.94,0,0,0,0,1,0,0
47817,10,8,0,0,0,0,0,0,1,1,0,0,0,0.74,0.78,0,0,0,0,1,0,0
47818,4,8,1,2,6,10,0,3,10,15,0,0,0,1,0.96,0,0,0,0,1,0,0
47819,2,4,0,0,0,0,0,0,2,2,0,0,0,0.73,0.78,0,0,0,0,1,0,0
47820,12,8,0,0,0,0,1,2,2,3,0,0,0,0.87,0.92,0,0,0,0,1,0,0
47821,1,2,1,1,2,3,1,2,4,5,0,0,0,1,0.93,0,0,0,1,1,0,1
47822,3,12,0,26,42,58,8,24,41,55,3,0,0,0.89,0.93,0,0,0,0,1,0,0
47826,4,8,0,1,5,9,1,5,8,10,1,0,0,1,0.94,0,0,0,0,1,0,0
47827,3,2,0,1,1,1,0,0,0,0,1,0,0,0.96,0.86,0,1,0,0,1,0,0
47828,5,8,0,0,0,0,0,0,0,0,0,0,0,0.39,0.62,0,1,0,0,1,0,0
47829,968,8,0,0,0,0,0,2,2,6,2,0,0,0.98,0.96,0,0,0,1,0,0,0
47830,0,12,0,11,15,19,3,8,16,23,0,0,0,0.62,0.73,0,0,0,0,1,0,1
47831,5,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,1,0,0,1,0,0
47832,10,12,0,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
47833,5,8,0,0,0,0,0,0,0,1,1,0,0,0.87,0.9,0,0,0,0,1,0,0
47835,5,4,0,0,2,2,0,2,4,5,0,0,0,0.73,0.78,0,0,0,0,1,0,0
47836,12,2,0,0,0,0,16,45,53,54,0,0,0,0.9,0.92,0,1,0,0,1,0,1
47837,1,2,1,3,6,10,1,2,3,3,0,0,0,0.99,0.99,0,0,0,0,1,0,1
47839,227,12,0,0,0,0,0,0,0,0,0,0,0,0.66,0.74,0,0,0,0,1,0,0
47840,65,9,0,0,0,0,0,0,0,0,0,0,0,0.96,0.98,0,0,0,0,1,0,0
47841,5,12,0,0,0,0,0,0,1,1,0,0,0,0.06,0.13,0,0,0,0,1,0,0
47842,0,2,0,4,4,4,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0,1,0,1
47843,282,8,0,0,0,0,9,22,42,109,11,0,0,0.95,0.95,0,0,0,1,1,0,0
47844,12,8,0,10,30,58,6,18,32,72,0,0,0,0.83,0.86,0,0,0,0,1,0,1
47845,106,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
47847,0,12,0,0,0,0,0,0,0,0,0,0,0,0.5,0.28,0,0,0,0,1,0,0
47849,3,8,0,0,0,0,0,0,0,0,0,0,0,0.82,0.75,0,0,0,0,1,0,0
47850,2,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
47851,17,8,0,21,36,51,4,13,33,69,5,0,0,0.97,0.93,0,0,0,0,1,0,0
47852,16,8,0,0,6,14,0,3,7,7,0,0,0,0.87,0.9,0,0,0,0,1,0,0
47853,2,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.68,0,0,0,0,1,0,0
47855,0,9,0,241,241,241,0,0,0,0,0,0,0,0.92,0.83,90,0,0,0,1,0,1
47856,25,2,0,0,0,0,0,0,0,0,0,0,0,0.66,0.6,0,0,0,0,1,0,0
47857,2,9,0,0,0,0,0,0,0,0,0,0,0,0.7,0.66,0,0,0,1,1,0,0
47858,2,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.76,0,0,0,0,1,0,0
47859,0,2,0,25,25,25,0,0,0,0,0,0,0,0.33,0.21,0,1,0,0,1,0,0
47860,6,8,0,0,0,0,0,0,0,0,0,0,0,0.76,0.84,0,0,0,0,1,0,0
47862,8,8,0,6,6,6,1,3,8,12,0,0,0,0.82,0.78,0,0,0,0,1,0,0
47864,9,8,2,7,19,31,0,6,18,31,0,0,0,0.91,0.92,0,0,0,0,1,0,0
47865,0,8,0,12,24,36,3,9,20,24,3,0,0,0.84,0.71,0,0,0,0,1,0,1
47866,7,9,0,0,0,0,1,1,4,5,1,0,0,0.99,0.99,0,0,0,0,1,0,0
47867,156,14,0,57,110,161,16,75,134,183,34,0,0,0.99,0.99,0,0,0,0,1,0,0
47868,111,8,0,0,0,0,2,5,19,33,2,0,0,0.88,0.94,0,0,0,0,1,0,0
47869,20,8,0,0,0,0,0,0,0,0,1,0,0,0.54,0.65,0,0,0,0,1,0,0
47872,120,8,0,0,100,200,21,54,126,190,22,0,0,0.81,0.82,0,0,0,0,1,0,0
47873,12,2,0,0,0,0,0,0,2,2,0,0,0,0.8,0.66,0,1,0,0,1,0,0
47875,40,2,0,0,0,0,1,2,4,6,0,0,0,0.85,0.59,0,0,0,0,1,0,0
47876,21,2,0,0,0,0,0,0,0,0,1,0,0,0.81,0.85,0,1,0,0,1,0,0
47877,12,9,0,0,0,0,0,0,0,0,0,0,0,0.94,0.83,0,1,0,0,1,0,0
47878,42,8,0,0,0,0,4,19,33,45,0,0,0,0.9,0.95,0,0,0,0,1,0,0
47880,65,2,0,79,79,158,9,53,128,228,32,0,0,0.83,0.91,0,0,0,0,1,0,0
47881,286,2,261,264,479,608,78,221,440,665,60,0,0,0.9,0.95,0,0,0,0,1,0,0
47882,4,12,0,0,2,2,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
47883,6,2,0,0,0,0,0,0,0,0,0,0,0,0.68,0.64,0,0,0,1,1,0,0
47884,7,8,0,0,0,20,0,1,4,4,0,0,0,1,0.99,0,0,0,0,1,0,0
47885,19,8,0,0,0,0,0,0,0,1,0,0,0,0.87,0.82,0,0,0,0,1,0,0
47887,6,8,0,0,0,6,1,3,5,7,0,0,0,0.97,0.98,0,0,0,0,1,0,0
47889,48,4,0,0,0,0,4,11,24,40,2,0,0,0.73,0.78,0,0,0,0,1,0,0
47890,2,12,0,0,0,0,0,0,1,1,0,0,0,0.78,0.78,0,0,0,0,1,0,0
47892,1,9,0,1,3,4,0,1,2,3,1,0,0,0.68,0.66,0,0,0,0,1,0,0
47894,1,8,0,2,3,4,1,1,2,2,2,0,0,0.96,0.92,0,0,0,0,1,0,0
47895,22,2,0,0,0,0,0,0,0,0,0,0,0,0.93,0.88,0,0,0,0,1,0,0
47896,162,8,0,0,0,0,7,9,38,45,6,0,0,1,1,0,0,0,0,1,0,0
47897,67,8,4,40,80,80,12,52,91,135,23,0,0,0.99,0.97,0,0,0,0,1,0,0
47898,13,12,0,0,0,0,0,0,0,0,1,0,0,0.77,0.73,0,0,0,0,1,0,0
47900,2,9,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,1,1,0,0
47901,6,12,0,0,0,0,0,1,3,3,2,0,0,0.99,0.99,0,0,0,0,1,0,0
47902,78,2,0,0,0,0,0,0,0,4,0,0,0,0.98,0.97,0,0,0,0,1,0,0
47903,162,6,46,194,359,491,58,196,387,636,46,0,0,0.79,0.67,0,0,0,0,1,0,0
47904,35,0,0,0,0,0,1,3,5,7,2,0,0,0,0,0,0,0,0,0,0,0
47905,5,2,0,9,9,9,0,0,0,0,0,0,0,0.9,0.9,0,1,0,0,1,0,0
47906,5,8,0,0,0,0,0,0,1,1,0,0,0,0.89,0.88,0,1,0,0,1,0,0
47907,5,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
47908,47,2,0,0,0,0,0,0,1,3,0,0,0,0.83,0.66,0,0,0,0,1,0,0
47909,95,8,22,297,521,713,70,208,433,744,19,0,2,0.91,0.89,0,0,0,0,1,0,0
47910,218,9,0,0,0,0,2,5,12,15,2,0,0,0.68,0.66,0,0,0,0,1,0,0
47912,3,14,0,0,0,0,0,0,0,0,2,0,0,0.99,0.99,0,0,0,0,1,0,0
47914,0,2,0,61,61,61,0,0,0,0,1,0,0,0.99,0.99,0,1,0,1,1,0,0
47915,21,2,0,0,0,0,0,0,2,3,0,0,0,0.98,0.99,0,0,0,0,1,0,0
47916,16,12,0,0,0,0,0,6,12,21,0,0,0,0.73,0.79,0,0,0,0,1,0,0
47917,901,12,59,0,1540,2420,83,447,2128,3307,73,0,0,0.73,0.79,0,0,0,1,1,0,0
47918,13,8,0,0,0,0,0,0,0,4,0,0,0,0.84,0.82,0,0,0,0,1,0,0
47919,4,2,0,5,5,10,0,5,5,7,0,0,0,0.98,0.99,0,0,0,0,1,0,0
47920,3,2,0,20,20,20,0,0,0,0,0,0,0,0.84,0.73,0,1,0,0,1,0,0
47921,0,8,0,30,45,75,19,26,37,61,11,0,0,1,0.98,0,0,0,0,1,0,1
47922,9,8,5,112,172,242,13,69,187,246,20,0,7,0.65,0.71,0,0,0,1,1,0,1
47923,6,9,0,0,0,0,0,0,0,1,0,0,0,0.69,0.68,0,0,0,0,1,0,0
47925,2,2,0,0,1,2,1,1,1,2,0,0,0,0.81,0.82,0,0,0,0,1,0,1
47926,5,8,0,0,0,0,0,0,0,2,0,0,0,0.94,0.96,0,0,0,0,1,0,0
47927,109,8,7,48,97,146,10,62,130,195,29,0,0,0.98,0.96,0,0,0,0,1,0,0
47928,0,8,0,2,3,5,1,3,3,5,2,0,0,0.99,0.99,0,0,0,0,1,0,0
47930,6,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
47931,199,12,8,0,0,500,19,59,141,208,29,0,0,0.92,0.83,0,0,0,0,1,0,0
47932,219,2,0,0,0,0,0,6,10,23,0,0,0,1,1,0,0,0,0,1,0,0
47933,0,8,0,5,6,6,0,0,0,0,0,0,0,0.37,0.36,0,1,0,0,1,0,0
47934,28,2,0,0,0,0,6,13,21,28,0,0,0,0.61,0.57,0,0,0,0,1,0,0
47935,10,2,0,0,0,0,0,1,1,1,1,0,0,0.82,0.91,0,1,0,0,1,0,0
47937,11,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,1,0,0
47939,5,4,0,120,120,120,5,6,6,6,1,0,0,0.57,0.69,0,1,0,0,1,0,1
47940,179,8,16,145,325,355,38,131,277,387,52,0,0,0.86,0.89,0,0,0,0,1,0,0
47942,8,8,0,0,4,8,3,4,11,13,0,0,0,0.82,0.81,0,0,0,0,1,0,0
47943,2,8,0,0,0,0,0,2,2,2,1,0,0,0.1,0.13,0,0,0,0,1,0,0
47944,654,4,63,222,555,814,87,261,614,1120,52,0,0,0.73,0.78,0,0,0,0,1,0,0
47945,17,8,0,0,15,25,2,5,12,22,3,0,0,1,0.98,0,0,0,0,1,0,0
47946,210,9,0,0,0,60,20,44,112,156,0,0,0,0.91,0.74,0,0,0,0,1,0,0
47947,0,8,0,8,16,16,1,6,12,15,9,0,0,0.97,0.9,0,0,0,0,1,0,1
47948,2,2,0,0,0,1,0,2,2,9,0,0,0,0.97,0.98,0,0,0,0,1,0,0
47949,3,8,0,0,0,0,0,0,0,0,2,0,0,0.9,0.78,0,0,0,0,1,0,0
47950,10,0,1,0,0,2,0,2,6,11,0,0,0,0,0,0,0,0,0,0,0,0
47952,20,4,0,0,6,18,3,11,25,48,1,0,0,0.88,0.92,0,0,0,0,1,0,0
47953,0,8,0,5,5,5,0,0,0,0,1,0,0,0.25,0.31,0,1,0,0,1,0,1
47954,0,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.98,0,0,0,0,1,0,0
47955,9,8,0,8,16,24,3,8,16,27,3,0,0,0.96,0.89,0,0,0,0,1,0,0
47956,43,8,0,0,0,5,3,43,72,82,0,0,0,0.9,0.94,0,0,0,0,1,0,0
47960,8,8,0,0,0,0,1,1,2,2,1,0,0,0.99,0.96,0,0,0,0,1,0,0
47961,6,2,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
47962,9,2,0,0,0,0,0,0,0,2,0,0,0,0.43,0.23,0,1,0,1,1,0,0
47963,7,2,0,0,0,0,0,1,1,1,0,0,0,1,0.98,0,1,0,0,1,0,0
47965,3,8,0,0,0,0,0,0,0,0,0,0,0,0.82,0.81,0,1,0,0,1,0,0
47968,13,12,5,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
47969,9,8,0,0,0,0,0,0,0,0,0,0,0,0.91,0.86,0,1,0,0,1,0,0
47970,122,8,22,120,360,480,32,136,277,426,33,0,0,0.98,0.98,0,0,0,0,1,0,0
47971,22,3,19,150,241,337,44,116,218,246,23,0,0,0.52,0.41,1,0,0,0,1,0,1
47973,-4,12,0,14,16,20,13,14,15,17,2,0,0,0.74,0.74,4,0,0,0,1,0,1
47974,0,12,0,10,10,10,2,9,13,18,0,0,0,0.87,0.75,1,0,0,0,1,0,1
47976,4,9,0,0,0,0,0,0,0,0,0,0,0,0.95,0.89,0,1,0,1,1,0,0
47977,574,2,150,1088,2138,3271,314,956,1755,2557,252,0,0,0.83,0.9,0,0,0,0,1,0,0
47978,4,12,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0,0,1,0,0
47979,43,8,0,0,0,0,0,0,0,0,1,0,0,0.66,0.56,0,1,0,0,1,0,0
47980,71,2,9,60,120,240,16,50,93,127,31,0,0,0.96,0.98,0,0,0,0,1,0,0
47981,0,2,0,13,13,13,0,0,0,0,0,0,0,0.66,0.64,0,0,0,0,1,0,1
47982,7,8,0,0,0,0,0,0,1,1,1,0,0,0.88,0.94,0,0,0,0,1,0,0
47984,10,8,0,0,0,0,1,3,6,9,0,0,0,1,0.92,0,0,0,0,1,0,0
47986,2,2,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
47987,908,12,0,0,0,69,13,99,436,771,59,0,0,0.68,0.68,0,0,0,0,1,0,0
47990,21,10,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,0,1,0,0
47991,3,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
47993,52,12,0,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0,1,0,0,1,0,0
47994,20,2,1,46,78,134,5,18,30,48,11,0,0,0.99,0.99,0,0,0,0,1,0,0
47995,0,2,0,65,65,65,0,0,0,0,0,0,0,0.98,0.94,0,1,0,0,1,0,1
47996,89,2,0,0,0,0,0,0,1,1,0,0,0,0.92,0.95,0,0,0,0,1,0,0
47998,487,8,0,0,0,0,5,17,34,54,0,0,0,0.93,0.96,0,0,0,0,1,0,0
47999,1768,12,0,0,0,0,0,3,13,19,2,0,0,0.73,0.76,0,0,0,0,1,0,0
48000,2,12,0,0,0,0,0,0,0,1,1,0,0,0.87,0.93,0,0,0,0,1,0,0
48001,2,12,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,0,1,0,0
48002,4577,12,0,0,0,476,490,2680,4066,7289,792,0,0,0.81,0.58,0,0,0,0,1,0,0
48003,3,8,4,0,0,0,0,2,3,6,0,0,0,1,0.92,0,0,0,0,1,0,0
48004,2,12,0,0,0,0,0,0,1,1,0,0,0,0.77,0.73,0,1,0,0,1,0,0
48005,11,2,0,0,0,0,3,4,5,5,0,0,0,0.76,0.78,0,0,0,0,1,0,0
48007,5,3,0,0,16,16,0,1,1,1,0,0,0,0.93,0.89,0,1,0,0,1,0,0
48008,54,9,0,0,0,0,0,2,2,3,2,0,0,0.85,0.83,0,1,0,1,0,0,0
48009,1,3,0,2,8,12,3,9,14,18,0,0,0,0.94,0.97,0,0,0,0,1,0,1
48010,3,2,0,10,10,10,0,0,0,0,0,0,0,0.17,0.33,0,1,0,1,1,0,0
48011,2,2,0,10,10,10,2,2,3,3,0,0,0,0.99,0.95,0,0,0,0,1,0,0
48012,32,8,0,0,0,0,0,0,1,5,1,0,0,0.07,0.07,0,1,0,1,1,0,0
48013,24,2,0,0,0,0,0,0,0,2,0,0,0,0.68,0.64,0,0,0,0,1,0,0
48014,26,12,0,0,0,0,8,8,16,16,0,0,0,0.73,0.69,0,0,0,0,1,0,0
48015,50,2,0,0,0,13,9,33,55,72,3,0,0,0.91,0.72,0,0,0,0,1,0,0
48016,0,8,0,12,24,36,3,9,18,29,0,0,0,0,0,0,0,0,0,1,0,1
48017,1375,8,50,413,2256,4727,205,1561,4185,5755,296,0,0,0.09,0.09,0,0,0,0,1,0,0
48018,295,2,152,54,234,378,19,64,207,243,73,0,0,1,0.85,0,0,0,0,1,0,0
48019,510,4,0,0,0,0,49,195,370,545,0,0,0,0.73,0.78,0,0,0,0,1,0,0
48022,38,8,0,0,0,0,0,1,1,2,0,0,0,0.99,0.97,0,1,0,0,1,0,0
48023,0,4,0,50,95,132,0,0,0,0,1,0,0,1,0.98,0,0,0,0,1,0,1
48026,4,8,0,0,0,0,0,0,0,0,0,0,0,0.8,0.82,0,0,0,1,1,0,0
48029,25,8,0,20,56,86,11,30,41,53,4,0,0,0.3,0.26,0,0,0,0,1,0,0
48030,568,18,0,0,0,480,43,174,364,536,40,0,0,0.99,0.99,0,0,0,0,1,0,0
48031,5,8,0,15,23,39,5,15,30,50,0,0,0,0.91,0.95,0,0,0,0,1,0,1
48032,31,8,0,50,50,100,3,24,42,67,0,0,0,0.72,0.63,0,0,0,1,1,0,0
48033,147,8,0,0,100,100,11,48,111,194,21,0,0,0.99,0.98,0,0,0,0,1,0,0
48034,42,8,20,63,142,211,12,73,159,239,24,0,0,0.73,0.7,2,0,0,0,1,0,0
48036,4,2,0,0,0,0,0,0,0,0,0,0,0,0.53,0.53,0,1,0,0,1,0,0
48037,9,2,0,10,20,20,2,11,22,29,0,0,0,0.59,0.67,0,0,0,0,1,0,0
48039,547,8,233,2000,2500,3100,720,1630,1927,3002,547,0,0,0.99,0.99,2,0,0,0,1,0,1
48040,99,2,0,0,0,0,0,2,3,19,1,0,0,0.92,0.8,0,0,0,0,1,0,0
48042,349,10,0,0,0,0,14,23,53,88,9,0,0,0.77,0.84,0,0,0,0,1,0,0
48043,9,8,0,0,0,0,1,2,4,5,1,0,0,0.79,0.85,0,0,0,0,1,0,0
48044,20,2,0,0,0,0,0,0,0,0,0,0,0,0.98,0.96,0,0,0,0,1,0,0
48045,116,9,0,0,0,0,0,1,3,4,2,0,0,0.86,0.84,0,0,0,0,1,0,0
48046,250,9,0,0,0,0,0,0,0,0,10,0,0,0.94,0.83,0,0,0,1,1,0,0
48047,500,12,0,0,0,0,0,0,0,0,0,0,0,0.94,0.87,0,0,0,0,1,0,0
48048,33,8,0,0,21,42,9,22,53,79,9,0,0,0.98,0.98,0,0,0,0,1,0,0
48049,3,12,23,50,100,150,29,52,69,89,0,0,0,0.82,0.79,0,0,0,0,1,0,1
48051,636,8,137,1120,2072,3080,591,1791,3396,4897,364,0,0,0.92,0.92,0,0,0,0,1,0,0
48052,2,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.68,0,0,0,0,1,0,0
48053,6,9,0,0,0,0,0,1,1,1,1,0,0,0.7,0.66,0,0,0,0,1,0,0
48054,39,4,0,65,130,260,16,83,138,248,0,0,0,0.84,0.86,0,0,0,0,1,0,1
48055,500,2,0,0,0,0,0,0,0,0,0,0,0,0.59,0.78,0,0,0,0,1,0,0
48057,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
48059,1,2,0,0,0,0,0,1,1,1,0,0,0,0.8,0.83,0,1,0,0,1,0,0
48060,17,2,0,8,16,24,1,6,15,22,0,0,0,0.95,0.94,0,0,0,0,1,0,0
48061,12,9,0,3,7,11,0,2,9,15,0,0,0,0.94,0.83,0,0,0,0,1,0,0
48063,5,12,0,1,3,5,2,2,2,8,3,0,0,0.69,0.69,0,0,0,0,1,0,0
48065,2,8,0,0,0,0,0,1,1,1,0,0,0,0.8,0.82,0,0,0,0,1,0,0
48067,0,2,0,11,11,11,0,0,0,0,0,0,0,0.12,0.12,0,1,0,0,1,0,1
48070,3,8,0,4,4,4,0,4,6,7,0,0,0,0.9,0.9,0,0,0,0,1,0,0
48073,181,8,0,132,348,540,45,165,402,704,37,0,0,0.98,0.96,0,0,0,0,1,0,0
48074,23,8,0,0,0,0,0,0,2,2,0,0,0,0.83,0.86,0,0,0,0,1,0,0
48075,2,8,0,0,0,0,0,0,1,1,0,0,0,0.88,0.88,0,0,0,1,1,0,0
48076,9,8,0,0,0,0,0,0,0,2,0,0,0,0.81,0.85,0,0,0,0,1,0,0
48077,850,2,604,1903,3449,4556,385,1099,2330,4044,528,0,0,0.81,0.78,0,0,0,0,1,0,0
48078,4,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.96,0,0,0,0,1,0,0
48079,98,12,0,0,0,0,0,0,0,1,0,0,0,0.95,0.86,0,0,0,0,1,0,0
48080,0,2,0,35,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
48083,8,8,0,0,0,0,0,0,0,0,0,0,0,0.82,0.81,0,0,0,0,1,0,0
48084,6,8,0,0,0,0,0,0,0,0,2,0,0,1,0.99,0,0,0,0,1,0,0
48086,1,8,0,12,12,16,1,3,11,17,14,0,0,0.97,0.93,0,1,0,0,1,0,1
48089,80,8,0,0,0,0,0,0,0,1,3,0,0,0.35,0.54,0,0,0,0,1,0,0
48090,12,2,0,0,0,0,0,0,0,0,1,0,0,0.92,0.91,0,0,0,0,1,0,0
48092,5,8,0,45,45,45,1,2,2,4,0,0,0,0.5,0.52,0,1,0,0,0,0,0
48093,10,8,0,0,0,0,0,0,0,0,0,0,0,0.66,0.65,0,0,0,0,1,0,0
48094,4,8,0,0,0,0,0,0,0,0,0,0,0,0.8,0.82,0,0,0,0,1,0,0
48096,5,9,0,0,0,0,0,0,0,2,0,0,0,0.94,0.91,0,0,0,0,1,0,0
